Date,Category,Product,Quantity,Total
2024-04-04,Keyboards,RGB Backlit Keyboard,5,486.35
2024-04-04,Monitors,32-inch 8K Professional Monitor,3,610.98
2024-04-04,Keyboards,RGB Backlit Keyboard,2,328.48
2024-04-04,Storage,128GB USB Flash Drive,3,161.4
2024-04-04,Keyboards,Wireless Ergonomic Keyboard,4,504.0
2024-04-05,Storage,1TB NVMe SSD,4,1060.16
2024-04-05,Networking,USB Wi-Fi Adapter,2,399.76
2024-04-05,Mice,Optical Gaming Mouse,5,669.9
2024-04-06,Storage,4TB Desktop HDD,2,549.2
2024-04-06,Headsets,USB Conference Headset,2,125.06
2024-04-06,Mice,Vertical Ergonomic Mouse,2,102.46
2024-04-06,Mice,Optical Gaming Mouse,2,382.46
2024-04-06,Networking,Network Attached Storage (NAS),4,1558.0
2024-04-07,Storage,128GB USB Flash Drive,5,1018.05
2024-04-07,Storage,512GB Portable SSD,3,212.28
2024-04-07,Keyboards,Compact 60% Keyboard,4,534.6
2024-04-07,Headsets,In-Ear Gaming Earbuds,1,83.35
2024-04-07,Keyboards,RGB Backlit Keyboard,4,405.36
2024-04-08,Keyboards,RGB Backlit Keyboard,3,101.43
2024-04-08,Keyboards,Membrane Office Keyboard,5,556.35
2024-04-08,Monitors,15.6-inch Portable USB-C Monitor,5.0,2842.2200000000003
2024-04-09,Networking,Wireless Mesh Router System,4,1836.28
2024-04-09,Storage,2TB External HDD,3,580.05
2024-04-10,Storage,2TB External HDD,1,151.64
2024-04-10,Headsets,Noise-Cancelling Gaming Headset,5,681.5
2024-04-10,Keyboards,Wireless Ergonomic Keyboard,4,793.52
2024-04-10,Storage,4TB Desktop HDD,5,364.3
2024-04-10,Headsets,USB Conference Headset,4,374.32
2024-04-11,Headsets,In-Ear Gaming Earbuds,1,162.06
2024-04-11,Networking,USB Wi-Fi Adapter,1,198.36
2024-04-11,Storage,128GB USB Flash Drive,3,294.12
2024-04-11,Networking,Powerline Ethernet Adapter,2,400.02
2024-04-11,Storage,2TB External HDD,3,341.28
2024-04-11,Networking,Network Attached Storage (NAS),2,635.54
2024-04-12,Keyboards,RGB Backlit Keyboard,5,439.0
2024-04-12,Headsets,Wireless Bluetooth Headphones,5,184.1
2024-04-12,Networking,Network Attached Storage (NAS),5,1064.1
2024-04-12,Headsets,USB Conference Headset,2,382.42
2024-04-13,Headsets,Surround Sound Headphones,2,121.56
2024-04-13,Mice,Wireless Bluetooth Mouse,1,73.24
2024-04-13,Keyboards,Membrane Office Keyboard,5,851.6
2024-04-13,Storage,1TB NVMe SSD,3,799.89
2024-04-13,Storage,2TB External HDD,5,658.55
2024-04-14,Mice,Wireless Bluetooth Mouse,5,828.15
2024-04-14,Mice,Precision Laser Mouse,1,93.95
2024-04-14,Networking,Gigabit Ethernet Switch,4,1299.08
2024-04-15,Networking,Network Attached Storage (NAS),2,580.62
2024-04-15,Headsets,Surround Sound Headphones,2,172.42
2024-04-15,Storage,128GB USB Flash Drive,4,951.0
2024-04-15,Monitors,15.6-inch Portable USB-C Monitor,5.0,1795.96
2024-04-16,Mice,Wireless Bluetooth Mouse,5,224.55
2024-04-16,Headsets,Noise-Cancelling Gaming Headset,4,709.36
2024-04-16,Storage,1TB NVMe SSD,5,1299.05
2024-04-17,Headsets,Noise-Cancelling Gaming Headset,2,138.2
2024-04-17,Storage,2TB External HDD,4,219.04
2024-04-17,Mice,Precision Laser Mouse,3,562.44
2024-04-17,Monitors,27-inch 4K IPS Monitor,4,2207.24
2024-04-18,Mice,Precision Laser Mouse,1,87.48
2024-04-18,Keyboards,RGB Backlit Keyboard,1,171.05
2024-04-18,Networking,USB Wi-Fi Adapter,2,223.84
2024-04-18,Headsets,Surround Sound Headphones,2,313.18
2024-04-18,Monitors,32-inch 8K Professional Monitor,5,523.65
2024-04-18,Keyboards,Mechanical Gaming Keyboard,3,176.46
2024-04-18,Mice,Trackball Mouse,5,575.0
2024-04-19,Keyboards,RGB Backlit Keyboard,2,148.42
2024-04-19,Keyboards,Wireless Ergonomic Keyboard,4,540.04
2024-04-19,Storage,128GB USB Flash Drive,1,59.93
2024-04-19,Monitors,15.6-inch Portable USB-C Monitor,5,573.95
2024-04-19,Storage,4TB Desktop HDD,2,448.02
2024-04-19,Headsets,Surround Sound Headphones,1,130.67
2024-04-19,Mice,Trackball Mouse,4,214.88
2024-04-20,Networking,Wireless Mesh Router System,5,2442.95
2024-04-21,Keyboards,Membrane Office Keyboard,5,556.6
2024-04-21,Storage,4TB Desktop HDD,1,135.42
2024-04-21,Monitors,27-inch 4K IPS Monitor,4.0,2807.9799999999996
2024-04-22,Headsets,Noise-Cancelling Gaming Headset,3,485.79
2024-04-22,Headsets,Wireless Bluetooth Headphones,1,158.87
2024-04-22,Networking,USB Wi-Fi Adapter,2,139.9
2024-04-22,Storage,512GB Portable SSD,2,508.4
2024-04-22,Networking,Network Attached Storage (NAS),4,1337.12
2024-04-23,Mice,Optical Gaming Mouse,4,106.64
2024-04-23,Mice,Optical Gaming Mouse,2,358.88
2024-04-23,Headsets,USB Conference Headset,5,458.4
2024-04-23,Storage,128GB USB Flash Drive,3,119.67
2024-04-23,Networking,Gigabit Ethernet Switch,3,631.92
2024-04-23,Keyboards,RGB Backlit Keyboard,3,127.23
2024-04-23,Headsets,Surround Sound Headphones,4,615.2
2024-04-24,Monitors,24-inch 144Hz Gaming Monitor,2,1093.16
2024-04-24,Monitors,24-inch 144Hz Gaming Monitor,5,1700.25
2024-04-25,Keyboards,Compact 60% Keyboard,1,97.51
2024-04-25,Mice,Trackball Mouse,3,233.46
2024-04-25,Keyboards,RGB Backlit Keyboard,3,225.51
2024-04-25,Storage,128GB USB Flash Drive,2,432.48
2024-04-25,Headsets,Surround Sound Headphones,1,150.83
2024-04-25,Headsets,In-Ear Gaming Earbuds,4,277.68
2024-04-25,Keyboards,Mechanical Gaming Keyboard,4,341.6
2024-04-25,Networking,Gigabit Ethernet Switch,1,114.25
2024-04-25,Storage,128GB USB Flash Drive,1,64.08
2024-04-25,Mice,Vertical Ergonomic Mouse,3,266.73
2024-04-26,Storage,1TB NVMe SSD,5,357.15
2024-04-26,Monitors,24-inch 144Hz Gaming Monitor,3,1498.65
2024-04-26,Keyboards,Membrane Office Keyboard,2,230.6
2024-04-27,Monitors,24-inch 144Hz Gaming Monitor,3,973.95
2024-04-27,Keyboards,Mechanical Gaming Keyboard,2,219.66
2024-04-27,Monitors,15.6-inch Portable USB-C Monitor,1,335.6
2024-04-27,Headsets,Surround Sound Headphones,2,398.7
2024-04-27,Headsets,Surround Sound Headphones,2,84.14
2024-04-28,Keyboards,Compact 60% Keyboard,2,363.52
2024-04-28,Monitors,27-inch 4K IPS Monitor,3,2103.18
2024-04-29,Networking,Wireless Mesh Router System,5,1469.9
2024-04-29,Headsets,Wireless Bluetooth Headphones,2,325.74
2024-04-29,Storage,2TB External HDD,1,295.99
2024-04-30,Mice,Wireless Bluetooth Mouse,4,98.92
2024-04-30,Storage,4TB Desktop HDD,3,468.6
2024-04-30,Storage,2TB External HDD,5,1343.75
2024-04-30,Keyboards,RGB Backlit Keyboard,4,799.72
2024-05-01,Networking,Network Attached Storage (NAS),5,1174.3
2024-05-01,Monitors,15.6-inch Portable USB-C Monitor,1,212.79
2024-05-01,Headsets,Noise-Cancelling Gaming Headset,4,415.4
2024-05-01,Storage,512GB Portable SSD,2,534.1
2024-05-02,Storage,4TB Desktop HDD,2,474.6
2024-05-02,Mice,Precision Laser Mouse,5,919.65
2024-05-02,Keyboards,Mechanical Gaming Keyboard,5,237.7
2024-05-02,Mice,Wireless Bluetooth Mouse,3,564.75
2024-05-03,Mice,Vertical Ergonomic Mouse,5,905.45
2024-05-03,Keyboards,RGB Backlit Keyboard,2,268.62
2024-05-03,Storage,512GB Portable SSD,2,397.52
2024-05-03,Storage,4TB Desktop HDD,1,165.69
2024-05-03,Mice,Trackball Mouse,5,238.75
2024-05-03,Networking,Powerline Ethernet Adapter,5,1009.65
2024-05-04,Storage,1TB NVMe SSD,1,51.93
2024-05-04,Networking,Powerline Ethernet Adapter,3,1029.03
2024-05-04,Storage,128GB USB Flash Drive,5,1012.65
2024-05-05,Monitors,15.6-inch Portable USB-C Monitor,3,2033.16
2024-05-06,Headsets,Surround Sound Headphones,2,329.68
2024-05-06,Networking,Network Attached Storage (NAS),3,762.27
2024-05-06,Networking,Wireless Mesh Router System,2,495.64
2024-05-06,Monitors,32-inch 8K Professional Monitor,2,812.34
2024-05-07,Mice,Vertical Ergonomic Mouse,3,456.48
2024-05-07,Headsets,Surround Sound Headphones,2,313.84
2024-05-07,Storage,4TB Desktop HDD,1,116.16
2024-05-07,Monitors,27-inch 4K IPS Monitor,3,1513.92
2024-05-08,Mice,Optical Gaming Mouse,1,72.24
2024-05-08,Monitors,15.6-inch Portable USB-C Monitor,4,1293.76
2024-05-08,Mice,Vertical Ergonomic Mouse,5,749.0
2024-05-09,Mice,Wireless Bluetooth Mouse,4,797.08
2024-05-09,Monitors,32-inch 8K Professional Monitor,3,1642.89
2024-05-10,Keyboards,Compact 60% Keyboard,5,511.5
2024-05-10,Mice,Wireless Bluetooth Mouse,5,417.6
2024-05-10,Keyboards,RGB Backlit Keyboard,4,510.2
2024-05-10,Networking,Network Attached Storage (NAS),3,874.53
2024-05-11,Keyboards,Compact 60% Keyboard,2,357.68
2024-05-11,Networking,USB Wi-Fi Adapter,4,858.68
2024-05-11,Monitors,27-inch 4K IPS Monitor,5.0,2283.6400000000003
2024-05-12,Headsets,In-Ear Gaming Earbuds,3,99.72
2024-05-12,Storage,128GB USB Flash Drive,5,527.6
2024-05-12,Storage,4TB Desktop HDD,1,64.74
2024-05-12,Keyboards,Compact 60% Keyboard,3,489.24
2024-05-12,Headsets,In-Ear Gaming Earbuds,3,467.67
2024-05-12,Mice,Trackball Mouse,5,461.25
2024-05-13,Keyboards,Mechanical Gaming Keyboard,1,44.67
2024-05-13,Headsets,Surround Sound Headphones,5,511.3
2024-05-13,Storage,4TB Desktop HDD,2,237.1
2024-05-13,Storage,512GB Portable SSD,2,272.2
2024-05-13,Storage,512GB Portable SSD,5,604.1
2024-05-13,Storage,4TB Desktop HDD,4,885.44
2024-05-14,Headsets,Surround Sound Headphones,1,86.3
2024-05-14,Networking,Wireless Mesh Router System,4,1250.68
2024-05-14,Networking,Wireless Mesh Router System,5,1317.85
2024-05-15,Networking,Powerline Ethernet Adapter,5,761.95
2024-05-15,Keyboards,Membrane Office Keyboard,4,202.76
2024-05-15,Networking,Powerline Ethernet Adapter,4,466.0
2024-05-15,Networking,Gigabit Ethernet Switch,1,307.66
2024-05-15,Networking,Wireless Mesh Router System,2,117.04
2024-05-15,Headsets,Surround Sound Headphones,2,188.66
2024-05-16,Mice,Precision Laser Mouse,5,797.5
2024-05-16,Monitors,27-inch 4K IPS Monitor,2,1133.62
2024-05-16,Storage,512GB Portable SSD,4,687.52
2024-05-17,Headsets,Wireless Bluetooth Headphones,4,736.72
2024-05-17,Headsets,In-Ear Gaming Earbuds,3,424.98
2024-05-17,Networking,USB Wi-Fi Adapter,5,1339.4
2024-05-18,Mice,Vertical Ergonomic Mouse,5,368.65
2024-05-18,Headsets,USB Conference Headset,2,288.48
2024-05-18,Monitors,24-inch 144Hz Gaming Monitor,4,1655.68
2024-05-19,Networking,USB Wi-Fi Adapter,3,314.52
2024-05-19,Networking,Powerline Ethernet Adapter,4,1812.36
2024-05-20,Monitors,24-inch 144Hz Gaming Monitor,2,722.82
2024-05-20,Headsets,Noise-Cancelling Gaming Headset,3,558.96
2024-05-20,Networking,USB Wi-Fi Adapter,4,585.16
2024-05-20,Storage,512GB Portable SSD,5,1089.85
2024-05-21,Mice,Optical Gaming Mouse,5,766.8
2024-05-21,Mice,Wireless Bluetooth Mouse,1,140.57
2024-05-21,Storage,2TB External HDD,2,88.34
2024-05-21,Monitors,24-inch 144Hz Gaming Monitor,4,761.96
2024-05-21,Mice,Optical Gaming Mouse,5,980.1
2024-05-22,Mice,Precision Laser Mouse,4,423.76
2024-05-22,Mice,Vertical Ergonomic Mouse,3,214.11
2024-05-22,Keyboards,Mechanical Gaming Keyboard,5,309.0
2024-05-22,Networking,Wireless Mesh Router System,2,476.1
2024-05-22,Mice,Optical Gaming Mouse,4,647.32
2024-05-23,Mice,Vertical Ergonomic Mouse,1,21.67
2024-05-23,Storage,4TB Desktop HDD,1,280.68
2024-05-23,Headsets,USB Conference Headset,4,792.16
2024-05-23,Storage,4TB Desktop HDD,4,1080.4
2024-05-24,Mice,Trackball Mouse,4,276.44
2024-05-24,Keyboards,RGB Backlit Keyboard,2,303.2
2024-05-24,Networking,USB Wi-Fi Adapter,2,112.68
2024-05-24,Headsets,USB Conference Headset,5,706.95
2024-05-24,Mice,Wireless Bluetooth Mouse,5,870.55
2024-05-25,Monitors,32-inch 8K Professional Monitor,5,1975.65
2024-05-25,Monitors,27-inch 4K IPS Monitor,2.0,1524.35
2024-05-26,Monitors,24-inch 144Hz Gaming Monitor,2,212.3
2024-05-26,Monitors,34-inch Ultrawide Curved Monitor,4,3113.52
2024-05-27,Headsets,USB Conference Headset,5,750.6
2024-05-27,Keyboards,RGB Backlit Keyboard,3,434.1
2024-05-27,Keyboards,Mechanical Gaming Keyboard,4,300.92
2024-05-27,Monitors,15.6-inch Portable USB-C Monitor,3.0,2014.3799999999997
2024-05-28,Networking,USB Wi-Fi Adapter,3,979.74
2024-05-28,Mice,Wireless Bluetooth Mouse,4,190.28
2024-05-28,Networking,Powerline Ethernet Adapter,3,711.39
2024-05-28,Storage,128GB USB Flash Drive,5,1232.7
2024-05-29,Mice,Wireless Bluetooth Mouse,5,885.8
2024-05-29,Keyboards,Membrane Office Keyboard,4,460.28
2024-05-29,Headsets,Noise-Cancelling Gaming Headset,5,201.0
2024-05-29,Storage,4TB Desktop HDD,2,369.26
2024-05-29,Mice,Wireless Bluetooth Mouse,3,521.43
2024-05-30,Monitors,27-inch 4K IPS Monitor,2,1490.46
2024-05-30,Monitors,27-inch 4K IPS Monitor,5.0,2009.54
2024-05-31,Keyboards,Compact 60% Keyboard,2,224.76
2024-05-31,Monitors,15.6-inch Portable USB-C Monitor,1,602.92
2024-05-31,Networking,USB Wi-Fi Adapter,1,228.18
2024-05-31,Keyboards,Wireless Ergonomic Keyboard,5,165.75
2024-05-31,Monitors,24-inch 144Hz Gaming Monitor,1,587.05
2024-05-31,Keyboards,Mechanical Gaming Keyboard,4,102.84
2024-05-31,Monitors,34-inch Ultrawide Curved Monitor,2,1578.48
2024-06-01,Networking,Network Attached Storage (NAS),3,1490.37
2024-06-01,Monitors,32-inch 8K Professional Monitor,4,1752.32
2024-06-02,Networking,Powerline Ethernet Adapter,2,688.18
2024-06-02,Headsets,Noise-Cancelling Gaming Headset,2,397.42
2024-06-02,Monitors,15.6-inch Portable USB-C Monitor,2,1510.14
2024-06-03,Mice,Optical Gaming Mouse,1,196.13
2024-06-03,Monitors,15.6-inch Portable USB-C Monitor,4,2314.96
2024-06-04,Mice,Wireless Bluetooth Mouse,4,329.24
2024-06-04,Headsets,Wireless Bluetooth Headphones,1,25.8
2024-06-04,Networking,Network Attached Storage (NAS),5,1973.6
2024-06-05,Keyboards,Wireless Ergonomic Keyboard,2,64.22
2024-06-05,Storage,1TB NVMe SSD,4,765.6
2024-06-05,Networking,Wireless Mesh Router System,2,766.48
2024-06-05,Monitors,32-inch 8K Professional Monitor,2,1171.56
2024-06-06,Keyboards,Wireless Ergonomic Keyboard,5,994.15
2024-06-06,Mice,Trackball Mouse,3,371.85
2024-06-06,Networking,USB Wi-Fi Adapter,2,371.58
2024-06-06,Mice,Trackball Mouse,2,188.88
2024-06-06,Headsets,Noise-Cancelling Gaming Headset,5,953.65
2024-06-07,Networking,Gigabit Ethernet Switch,4,1200.52
2024-06-07,Keyboards,RGB Backlit Keyboard,4,645.76
2024-06-07,Headsets,Surround Sound Headphones,4,187.44
2024-06-08,Monitors,34-inch Ultrawide Curved Monitor,5,2630.85
2024-06-09,Mice,Vertical Ergonomic Mouse,2,330.08
2024-06-09,Keyboards,Membrane Office Keyboard,4,776.8
2024-06-09,Storage,4TB Desktop HDD,2,269.74
2024-06-09,Headsets,Wireless Bluetooth Headphones,3,409.23
2024-06-09,Monitors,24-inch 144Hz Gaming Monitor,1,582.07
2024-06-10,Mice,Optical Gaming Mouse,3,263.67
2024-06-10,Storage,4TB Desktop HDD,1,265.88
2024-06-10,Mice,Trackball Mouse,5,295.3
2024-06-10,Mice,Vertical Ergonomic Mouse,3,576.78
2024-06-10,Keyboards,Wireless Ergonomic Keyboard,2,386.34
2024-06-10,Keyboards,Compact 60% Keyboard,2,290.42
2024-06-11,Networking,Gigabit Ethernet Switch,4,1847.24
2024-06-11,Storage,512GB Portable SSD,3,398.34
2024-06-12,Storage,512GB Portable SSD,3,301.86
2024-06-12,Storage,128GB USB Flash Drive,4,226.48
2024-06-12,Networking,Network Attached Storage (NAS),3,1384.35
2024-06-12,Headsets,USB Conference Headset,4,112.92
2024-06-13,Mice,Wireless Bluetooth Mouse,1,66.94
2024-06-13,Storage,4TB Desktop HDD,4,438.8
2024-06-13,Mice,Vertical Ergonomic Mouse,2,176.74
2024-06-13,Mice,Precision Laser Mouse,5,689.15
2024-06-13,Networking,USB Wi-Fi Adapter,3,1180.53
2024-06-14,Monitors,32-inch 8K Professional Monitor,4,1005.64
2024-06-14,Headsets,Wireless Bluetooth Headphones,2,299.32
2024-06-14,Monitors,34-inch Ultrawide Curved Monitor,5.0,2195.04
2024-06-15,Keyboards,Membrane Office Keyboard,1,171.03
2024-06-15,Keyboards,Mechanical Gaming Keyboard,1,94.23
2024-06-15,Networking,Gigabit Ethernet Switch,1,368.23
2024-06-15,Keyboards,Wireless Ergonomic Keyboard,5,510.4
2024-06-15,Keyboards,Membrane Office Keyboard,5,921.5
2024-06-16,Networking,Network Attached Storage (NAS),1,52.98
2024-06-16,Storage,128GB USB Flash Drive,1,34.52
2024-06-16,Networking,USB Wi-Fi Adapter,5,2449.35
2024-06-17,Keyboards,Membrane Office Keyboard,4,660.44
2024-06-17,Mice,Optical Gaming Mouse,1,114.39
2024-06-17,Mice,Wireless Bluetooth Mouse,5,573.8
2024-06-17,Headsets,USB Conference Headset,4,136.88
2024-06-17,Monitors,32-inch 8K Professional Monitor,5,1594.45
2024-06-18,Networking,Gigabit Ethernet Switch,3,1073.46
2024-06-18,Keyboards,Mechanical Gaming Keyboard,1,92.95
2024-06-18,Monitors,15.6-inch Portable USB-C Monitor,4,602.0
2024-06-18,Keyboards,Wireless Ergonomic Keyboard,1,109.97
2024-06-18,Monitors,24-inch 144Hz Gaming Monitor,5.0,1621.62
2024-06-19,Keyboards,Membrane Office Keyboard,1,61.36
2024-06-19,Networking,Powerline Ethernet Adapter,4,687.96
2024-06-19,Keyboards,RGB Backlit Keyboard,5,607.15
2024-06-19,Keyboards,Wireless Ergonomic Keyboard,3,68.46
2024-06-19,Mice,Trackball Mouse,2,310.82
2024-06-19,Networking,Network Attached Storage (NAS),1,184.67
2024-06-19,Storage,2TB External HDD,5,1276.8
2024-06-20,Monitors,15.6-inch Portable USB-C Monitor,3,1336.38
2024-06-20,Networking,Gigabit Ethernet Switch,1,275.36
2024-06-20,Headsets,Noise-Cancelling Gaming Headset,1,98.68
2024-06-20,Keyboards,RGB Backlit Keyboard,5,792.1
2024-06-21,Storage,128GB USB Flash Drive,3,114.0
2024-06-21,Headsets,Surround Sound Headphones,4,244.24
2024-06-21,Storage,128GB USB Flash Drive,4,320.6
2024-06-21,Storage,128GB USB Flash Drive,1,238.49
2024-06-21,Headsets,Wireless Bluetooth Headphones,1,34.77
2024-06-21,Mice,Precision Laser Mouse,2,306.28
2024-06-21,Headsets,USB Conference Headset,1,36.47
2024-06-21,Headsets,Surround Sound Headphones,3,471.12
2024-06-21,Keyboards,Wireless Ergonomic Keyboard,1,53.73
2024-06-21,Monitors,15.6-inch Portable USB-C Monitor,5.0,1680.2999999999993
2024-06-22,Keyboards,Mechanical Gaming Keyboard,1,83.7
2024-06-22,Keyboards,Membrane Office Keyboard,5,806.0
2024-06-22,Monitors,27-inch 4K IPS Monitor,3,1417.29
2024-06-23,Keyboards,Membrane Office Keyboard,2,245.9
2024-06-23,Mice,Precision Laser Mouse,2,89.98
2024-06-23,Headsets,USB Conference Headset,4,185.08
2024-06-23,Mice,Precision Laser Mouse,3,287.4
2024-06-23,Monitors,27-inch 4K IPS Monitor,3,979.59
2024-06-23,Mice,Precision Laser Mouse,5,655.0
2024-06-24,Monitors,27-inch 4K IPS Monitor,2,748.38
2024-06-24,Monitors,24-inch 144Hz Gaming Monitor,5,2209.5
2024-06-25,Headsets,Surround Sound Headphones,3,292.53
2024-06-25,Networking,Powerline Ethernet Adapter,2,370.4
2024-06-25,Storage,2TB External HDD,4,459.32
2024-06-25,Monitors,24-inch 144Hz Gaming Monitor,3,2284.17
2024-06-26,Networking,Network Attached Storage (NAS),5,2009.45
2024-06-27,Headsets,Surround Sound Headphones,3,500.91
2024-06-27,Monitors,24-inch 144Hz Gaming Monitor,1,938.86
2024-06-27,Mice,Trackball Mouse,5,261.95
2024-06-27,Storage,1TB NVMe SSD,4,1138.4
2024-06-28,Mice,Precision Laser Mouse,3,508.89
2024-06-28,Keyboards,Compact 60% Keyboard,4,180.2
2024-06-28,Headsets,Wireless Bluetooth Headphones,3,415.68
2024-06-28,Networking,Network Attached Storage (NAS),4,333.12
2024-06-28,Storage,128GB USB Flash Drive,5,691.1
2024-06-29,Storage,128GB USB Flash Drive,5,199.65
2024-06-29,Headsets,In-Ear Gaming Earbuds,5,674.35
2024-06-29,Keyboards,Mechanical Gaming Keyboard,2,276.74
2024-06-29,Headsets,Wireless Bluetooth Headphones,5,139.85
2024-06-29,Networking,Network Attached Storage (NAS),3,1453.71
2024-06-30,Monitors,27-inch 4K IPS Monitor,1,188.75
2024-06-30,Mice,Trackball Mouse,5,602.2
2024-06-30,Networking,Powerline Ethernet Adapter,2,501.2
2024-06-30,Monitors,32-inch 8K Professional Monitor,5.0,2207.8499999999995
2024-07-01,Mice,Vertical Ergonomic Mouse,1,106.9
2024-07-01,Headsets,Surround Sound Headphones,1,40.89
2024-07-01,Networking,Gigabit Ethernet Switch,3,571.05
2024-07-01,Monitors,34-inch Ultrawide Curved Monitor,5,2673.15
2024-07-02,Monitors,27-inch 4K IPS Monitor,4,2999.16
2024-07-03,Monitors,24-inch 144Hz Gaming Monitor,1,370.24
2024-07-03,Networking,Wireless Mesh Router System,1,432.13
2024-07-03,Networking,Wireless Mesh Router System,2,936.94
2024-07-03,Networking,Gigabit Ethernet Switch,5,642.5
2024-07-04,Mice,Vertical Ergonomic Mouse,5,483.75
2024-07-04,Monitors,34-inch Ultrawide Curved Monitor,4,2667.12
