Date,Category,Product,Quantity,Total
2024-07-05,Mice,Precision Laser Mouse,4,101.0
2024-07-05,Storage,2TB External HDD,4,759.56
2024-07-05,Monitors,27-inch 4K IPS Monitor,2,570.42
2024-07-05,Networking,Wireless Mesh Router System,5,478.95
2024-07-05,Storage,2TB External HDD,3,354.06
2024-07-06,Monitors,27-inch 4K IPS Monitor,3,2110.89
2024-07-07,Monitors,15.6-inch Portable USB-C Monitor,3,1911.81
2024-07-07,Storage,128GB USB Flash Drive,5,304.2
2024-07-08,Headsets,Surround Sound Headphones,5,255.25
2024-07-08,Networking,USB Wi-Fi Adapter,5,1577.9
2024-07-08,Networking,Gigabit Ethernet Switch,3,309.12
2024-07-09,Headsets,Noise-Cancelling Gaming Headset,2,174.4
2024-07-09,Mice,Trackball Mouse,4,381.12
2024-07-09,Mice,Trackball Mouse,4,384.6
2024-07-09,Monitors,15.6-inch Portable USB-C Monitor,2,1198.84
2024-07-10,Monitors,24-inch 144Hz Gaming Monitor,2,536.78
2024-07-10,Monitors,15.6-inch Portable USB-C Monitor,1,878.97
2024-07-10,Keyboards,Compact 60% Keyboard,2,110.24
2024-07-10,Monitors,15.6-inch Portable USB-C Monitor,5.0,1974.0100000000002
2024-07-11,Monitors,32-inch 8K Professional Monitor,4,2956.52
2024-07-12,Monitors,32-inch 8K Professional Monitor,2,348.8
2024-07-12,Keyboards,Wireless Ergonomic Keyboard,3,77.67
2024-07-12,Mice,Trackball Mouse,3,150.84
2024-07-12,Monitors,15.6-inch Portable USB-C Monitor,4,2379.0
2024-07-13,Keyboards,Membrane Office Keyboard,1,68.22
2024-07-13,Storage,512GB Portable SSD,5,1260.5
2024-07-13,Keyboards,Compact 60% Keyboard,5,296.7
2024-07-13,Monitors,27-inch 4K IPS Monitor,2,735.88
2024-07-14,Keyboards,Compact 60% Keyboard,3,248.22
2024-07-14,Keyboards,Compact 60% Keyboard,1,159.61
2024-07-14,Mice,Wireless Bluetooth Mouse,5,720.2
2024-07-14,Networking,Powerline Ethernet Adapter,4,498.76
2024-07-14,Mice,Wireless Bluetooth Mouse,2,329.96
2024-07-14,Storage,512GB Portable SSD,5,529.45
2024-07-15,Storage,2TB External HDD,3,882.99
2024-07-15,Headsets,USB Conference Headset,5,340.6
2024-07-15,Storage,1TB NVMe SSD,2,579.9
2024-07-15,Monitors,27-inch 4K IPS Monitor,3.0,1696.5099999999998
2024-07-16,Mice,Wireless Bluetooth Mouse,2,92.64
2024-07-16,Headsets,Wireless Bluetooth Headphones,4,432.4
2024-07-16,Storage,512GB Portable SSD,4,525.2
2024-07-16,Keyboards,Mechanical Gaming Keyboard,4,451.24
2024-07-16,Headsets,USB Conference Headset,4,764.2
2024-07-17,Headsets,In-Ear Gaming Earbuds,1,176.4
2024-07-17,Networking,Wireless Mesh Router System,4,1342.72
2024-07-17,Networking,USB Wi-Fi Adapter,1,408.06
2024-07-17,Monitors,34-inch Ultrawide Curved Monitor,4.0,1572.8200000000002
2024-07-18,Monitors,24-inch 144Hz Gaming Monitor,3,2536.53
2024-07-19,Headsets,In-Ear Gaming Earbuds,5,217.55
2024-07-19,Monitors,24-inch 144Hz Gaming Monitor,1,141.35
2024-07-19,Networking,Network Attached Storage (NAS),1,105.91
2024-07-19,Mice,Precision Laser Mouse,4,80.48
2024-07-19,Monitors,34-inch Ultrawide Curved Monitor,2,1787.86
2024-07-20,Headsets,Wireless Bluetooth Headphones,3,110.4
2024-07-20,Headsets,USB Conference Headset,1,86.93
2024-07-20,Networking,Gigabit Ethernet Switch,1,228.35
2024-07-20,Headsets,Wireless Bluetooth Headphones,4,551.96
2024-07-20,Networking,Wireless Mesh Router System,1,146.04
2024-07-20,Keyboards,Wireless Ergonomic Keyboard,5,303.55
2024-07-20,Networking,Network Attached Storage (NAS),1,53.63
2024-07-20,Headsets,Noise-Cancelling Gaming Headset,4,579.72
2024-07-21,Monitors,27-inch 4K IPS Monitor,2,889.52
2024-07-21,Networking,Wireless Mesh Router System,1,191.01
2024-07-21,Headsets,Wireless Bluetooth Headphones,4,636.88
2024-07-21,Mice,Wireless Bluetooth Mouse,1,115.49
2024-07-21,Keyboards,Membrane Office Keyboard,2,198.44
2024-07-22,Networking,Gigabit Ethernet Switch,2,927.9
2024-07-22,Storage,128GB USB Flash Drive,2,106.82
2024-07-22,Keyboards,Wireless Ergonomic Keyboard,1,126.12
2024-07-22,Monitors,24-inch 144Hz Gaming Monitor,4,1532.2
2024-07-23,Mice,Wireless Bluetooth Mouse,3,408.09
2024-07-23,Mice,Trackball Mouse,5,640.0
2024-07-23,Storage,512GB Portable SSD,1,258.93
2024-07-23,Networking,USB Wi-Fi Adapter,2,565.98
2024-07-23,Storage,2TB External HDD,4,439.2
2024-07-24,Keyboards,Wireless Ergonomic Keyboard,4,357.84
2024-07-24,Mice,Precision Laser Mouse,5,163.9
2024-07-24,Keyboards,RGB Backlit Keyboard,3,131.28
2024-07-24,Storage,128GB USB Flash Drive,3,532.56
2024-07-24,Mice,Precision Laser Mouse,1,23.0
2024-07-24,Keyboards,Mechanical Gaming Keyboard,3,176.49
2024-07-24,Keyboards,Compact 60% Keyboard,5,357.85
2024-07-24,Networking,Powerline Ethernet Adapter,4,962.44
2024-07-25,Monitors,27-inch 4K IPS Monitor,5,2919.45
2024-07-26,Mice,Vertical Ergonomic Mouse,1,75.78
2024-07-26,Storage,2TB External HDD,2,349.66
2024-07-26,Monitors,15.6-inch Portable USB-C Monitor,1,379.15
2024-07-26,Monitors,34-inch Ultrawide Curved Monitor,1,320.03
2024-07-26,Monitors,27-inch 4K IPS Monitor,4.0,2375.38
2024-07-27,Keyboards,RGB Backlit Keyboard,2,83.0
2024-07-27,Networking,Gigabit Ethernet Switch,1,123.72
2024-07-27,Headsets,In-Ear Gaming Earbuds,5,804.7
2024-07-27,Networking,USB Wi-Fi Adapter,2,434.68
2024-07-27,Networking,USB Wi-Fi Adapter,1,397.14
2024-07-27,Keyboards,RGB Backlit Keyboard,4,275.84
2024-07-28,Keyboards,RGB Backlit Keyboard,5,664.8
2024-07-28,Monitors,32-inch 8K Professional Monitor,5,2120.55
2024-07-29,Monitors,15.6-inch Portable USB-C Monitor,2,861.84
2024-07-29,Headsets,Noise-Cancelling Gaming Headset,5,706.7
2024-07-29,Keyboards,Wireless Ergonomic Keyboard,5,102.3
2024-07-29,Keyboards,Wireless Ergonomic Keyboard,1,104.92
2024-07-29,Monitors,34-inch Ultrawide Curved Monitor,2.0,1724.2399999999998
2024-07-30,Keyboards,Membrane Office Keyboard,4,241.64
2024-07-30,Mice,Precision Laser Mouse,3,206.49
2024-07-30,Keyboards,Membrane Office Keyboard,3,124.47
2024-07-30,Networking,Wireless Mesh Router System,2,300.86
2024-07-30,Storage,1TB NVMe SSD,4,194.44
2024-07-30,Monitors,24-inch 144Hz Gaming Monitor,3,1183.71
2024-07-31,Storage,128GB USB Flash Drive,1,129.61
2024-07-31,Headsets,In-Ear Gaming Earbuds,3,459.36
2024-07-31,Mice,Precision Laser Mouse,3,379.5
2024-07-31,Monitors,34-inch Ultrawide Curved Monitor,5.0,2531.53
2024-08-01,Mice,Wireless Bluetooth Mouse,1,187.83
2024-08-01,Keyboards,Wireless Ergonomic Keyboard,5,411.8
2024-08-01,Networking,Wireless Mesh Router System,3,151.98
2024-08-01,Networking,Network Attached Storage (NAS),3,290.34
2024-08-01,Storage,2TB External HDD,4,651.4
2024-08-01,Keyboards,Wireless Ergonomic Keyboard,3,110.22
2024-08-01,Mice,Trackball Mouse,4,584.6
2024-08-02,Headsets,Surround Sound Headphones,1,124.54
2024-08-02,Storage,2TB External HDD,4,200.8
2024-08-02,Storage,1TB NVMe SSD,4,835.44
2024-08-02,Mice,Wireless Bluetooth Mouse,3,200.94
2024-08-02,Headsets,Surround Sound Headphones,3,231.75
2024-08-02,Headsets,Wireless Bluetooth Headphones,1,189.84
2024-08-02,Mice,Trackball Mouse,1,47.97
2024-08-02,Mice,Precision Laser Mouse,4,306.12
2024-08-03,Keyboards,Membrane Office Keyboard,3,580.89
2024-08-03,Mice,Precision Laser Mouse,3,310.2
2024-08-03,Keyboards,Mechanical Gaming Keyboard,2,330.74
2024-08-03,Headsets,In-Ear Gaming Earbuds,1,58.7
2024-08-03,Headsets,Wireless Bluetooth Headphones,1,148.01
2024-08-03,Headsets,Surround Sound Headphones,5,144.05
2024-08-03,Headsets,USB Conference Headset,2,51.18
2024-08-03,Monitors,32-inch 8K Professional Monitor,5.0,1876.23
2024-08-04,Mice,Optical Gaming Mouse,4,153.36
2024-08-04,Mice,Optical Gaming Mouse,1,31.1
2024-08-04,Mice,Wireless Bluetooth Mouse,2,336.52
2024-08-04,Headsets,Noise-Cancelling Gaming Headset,5,627.5
2024-08-04,Keyboards,Mechanical Gaming Keyboard,1,55.6
2024-08-04,Networking,Network Attached Storage (NAS),2,182.78
2024-08-04,Headsets,Noise-Cancelling Gaming Headset,1,189.61
2024-08-04,Keyboards,Wireless Ergonomic Keyboard,5,489.85
2024-08-05,Networking,Network Attached Storage (NAS),4,253.08
2024-08-05,Networking,Network Attached Storage (NAS),2,418.54
2024-08-05,Mice,Vertical Ergonomic Mouse,3,300.84
2024-08-05,Mice,Optical Gaming Mouse,5,657.25
2024-08-05,Mice,Vertical Ergonomic Mouse,4,376.64
2024-08-06,Storage,128GB USB Flash Drive,1,53.68
2024-08-06,Monitors,34-inch Ultrawide Curved Monitor,4,1118.04
2024-08-06,Storage,2TB External HDD,5,1223.05
2024-08-07,Monitors,24-inch 144Hz Gaming Monitor,4,2360.28
2024-08-08,Monitors,24-inch 144Hz Gaming Monitor,5,2760.75
2024-08-09,Monitors,24-inch 144Hz Gaming Monitor,2,246.92
2024-08-09,Storage,2TB External HDD,1,271.86
2024-08-09,Headsets,Noise-Cancelling Gaming Headset,4,461.2
2024-08-09,Storage,2TB External HDD,2,114.08
2024-08-09,Networking,Gigabit Ethernet Switch,3,870.48
2024-08-09,Networking,Wireless Mesh Router System,2,618.12
2024-08-10,Monitors,24-inch 144Hz Gaming Monitor,2,516.98
2024-08-10,Storage,512GB Portable SSD,3,830.31
2024-08-10,Keyboards,RGB Backlit Keyboard,5,607.25
2024-08-10,Storage,2TB External HDD,4,705.48
2024-08-11,Mice,Precision Laser Mouse,1,36.25
2024-08-11,Mice,Trackball Mouse,2,47.18
2024-08-11,Monitors,27-inch 4K IPS Monitor,3,2778.33
2024-08-12,Mice,Wireless Bluetooth Mouse,3,447.15
2024-08-12,Headsets,Noise-Cancelling Gaming Headset,1,46.59
2024-08-12,Networking,Gigabit Ethernet Switch,1,430.92
2024-08-12,Headsets,Noise-Cancelling Gaming Headset,3,440.46
2024-08-12,Networking,Network Attached Storage (NAS),5,477.3
2024-08-12,Headsets,USB Conference Headset,2,391.3
2024-08-13,Networking,Network Attached Storage (NAS),4,1368.52
2024-08-13,Mice,Trackball Mouse,5,808.3
2024-08-14,Mice,Trackball Mouse,2,176.22
2024-08-14,Networking,USB Wi-Fi Adapter,2,259.94
2024-08-14,Keyboards,Membrane Office Keyboard,4,692.56
2024-08-14,Storage,1TB NVMe SSD,2,385.28
2024-08-14,Storage,2TB External HDD,5,290.55
2024-08-14,Monitors,34-inch Ultrawide Curved Monitor,3.0,1695.4500000000003
2024-08-15,Mice,Vertical Ergonomic Mouse,3,150.66
2024-08-15,Keyboards,RGB Backlit Keyboard,4,88.2
2024-08-15,Mice,Wireless Bluetooth Mouse,1,83.09
2024-08-15,Keyboards,Mechanical Gaming Keyboard,1,89.47
2024-08-15,Networking,Network Attached Storage (NAS),2,896.1
2024-08-15,Monitors,32-inch 8K Professional Monitor,3,1774.26
2024-08-16,Keyboards,Compact 60% Keyboard,5,685.85
2024-08-16,Networking,Gigabit Ethernet Switch,2,506.16
2024-08-16,Keyboards,RGB Backlit Keyboard,1,77.37
2024-08-16,Keyboards,Mechanical Gaming Keyboard,3,151.86
2024-08-16,Monitors,34-inch Ultrawide Curved Monitor,1,592.34
2024-08-17,Keyboards,RGB Backlit Keyboard,5,986.75
2024-08-17,Monitors,27-inch 4K IPS Monitor,4.0,2513.25
2024-08-18,Mice,Trackball Mouse,4,193.12
2024-08-18,Keyboards,RGB Backlit Keyboard,2,390.78
2024-08-18,Monitors,15.6-inch Portable USB-C Monitor,5,1693.7
2024-08-19,Headsets,USB Conference Headset,2,74.52
2024-08-19,Monitors,15.6-inch Portable USB-C Monitor,5.0,3425.4799999999996
2024-08-20,Mice,Optical Gaming Mouse,3,62.07
2024-08-20,Keyboards,RGB Backlit Keyboard,5,532.3
2024-08-20,Keyboards,Mechanical Gaming Keyboard,2,101.5
2024-08-20,Headsets,Noise-Cancelling Gaming Headset,4,687.52
2024-08-20,Headsets,Surround Sound Headphones,4,432.16
2024-08-20,Networking,USB Wi-Fi Adapter,1,338.84
2024-08-21,Monitors,34-inch Ultrawide Curved Monitor,3,2690.82
2024-08-22,Headsets,Wireless Bluetooth Headphones,4,112.12
2024-08-22,Monitors,32-inch 8K Professional Monitor,3,910.86
2024-08-22,Headsets,In-Ear Gaming Earbuds,1,47.2
2024-08-22,Networking,Wireless Mesh Router System,1,350.66
2024-08-22,Storage,128GB USB Flash Drive,5,457.15
2024-08-22,Keyboards,Compact 60% Keyboard,5,476.75
2024-08-23,Storage,128GB USB Flash Drive,5,1340.25
2024-08-23,Monitors,24-inch 144Hz Gaming Monitor,1,455.32
2024-08-23,Networking,Wireless Mesh Router System,5,1535.25
2024-08-24,Storage,4TB Desktop HDD,5,349.05
2024-08-24,Monitors,34-inch Ultrawide Curved Monitor,2,1949.9
2024-08-25,Mice,Wireless Bluetooth Mouse,1,96.21
2024-08-25,Networking,Network Attached Storage (NAS),2,997.54
2024-08-25,Networking,Gigabit Ethernet Switch,5,830.25
2024-08-25,Networking,Wireless Mesh Router System,1,224.64
2024-08-26,Monitors,15.6-inch Portable USB-C Monitor,3,2612.88
2024-08-27,Storage,128GB USB Flash Drive,1,242.37
2024-08-27,Storage,4TB Desktop HDD,5,1205.3
2024-08-27,Keyboards,Compact 60% Keyboard,2,93.36
2024-08-27,Storage,4TB Desktop HDD,1,279.73
2024-08-27,Storage,1TB NVMe SSD,3,792.66
2024-08-28,Headsets,Surround Sound Headphones,3,266.85
2024-08-28,Monitors,15.6-inch Portable USB-C Monitor,5,2628.7
2024-08-29,Mice,Vertical Ergonomic Mouse,4,183.56
2024-08-29,Storage,128GB USB Flash Drive,1,136.86
2024-08-29,Headsets,Wireless Bluetooth Headphones,1,154.23
2024-08-29,Headsets,USB Conference Headset,1,80.82
2024-08-29,Headsets,USB Conference Headset,3,515.13
2024-08-29,Networking,Wireless Mesh Router System,2,220.94
2024-08-29,Networking,Network Attached Storage (NAS),3,513.72
2024-08-29,Monitors,15.6-inch Portable USB-C Monitor,1,269.14
2024-08-30,Mice,Precision Laser Mouse,4,626.84
2024-08-30,Headsets,Noise-Cancelling Gaming Headset,5,812.35
2024-08-30,Keyboards,RGB Backlit Keyboard,5,463.05
2024-08-30,Storage,4TB Desktop HDD,1,76.91
2024-08-30,Mice,Optical Gaming Mouse,2,51.9
2024-08-31,Keyboards,RGB Backlit Keyboard,2,138.64
2024-08-31,Monitors,15.6-inch Portable USB-C Monitor,4,2687.48
2024-09-01,Keyboards,Mechanical Gaming Keyboard,2,174.08
2024-09-01,Storage,128GB USB Flash Drive,2,578.68
2024-09-01,Monitors,15.6-inch Portable USB-C Monitor,5,2073.9
2024-09-02,Mice,Vertical Ergonomic Mouse,1,71.31
2024-09-02,Monitors,27-inch 4K IPS Monitor,2,1736.88
2024-09-02,Mice,Wireless Bluetooth Mouse,2,283.98
2024-09-03,Headsets,Surround Sound Headphones,5,118.05
2024-09-03,Networking,Wireless Mesh Router System,4,1840.72
2024-09-03,Networking,Gigabit Ethernet Switch,5.0,1541.23
2024-09-04,Mice,Vertical Ergonomic Mouse,5,824.6
2024-09-04,Headsets,USB Conference Headset,4,724.76
2024-09-04,Headsets,Surround Sound Headphones,3,177.84
2024-09-04,Headsets,In-Ear Gaming Earbuds,5,457.45
2024-09-05,Keyboards,Mechanical Gaming Keyboard,5,999.5
2024-09-05,Headsets,In-Ear Gaming Earbuds,5,648.15
2024-09-05,Headsets,Noise-Cancelling Gaming Headset,4,125.96
2024-09-05,Headsets,USB Conference Headset,3,201.03
2024-09-05,Networking,USB Wi-Fi Adapter,2,234.94
2024-09-06,Mice,Optical Gaming Mouse,5,463.7
2024-09-06,Headsets,Wireless Bluetooth Headphones,1,137.97
2024-09-06,Headsets,USB Conference Headset,4,371.32
2024-09-06,Networking,Wireless Mesh Router System,5,1843.15
2024-09-07,Storage,2TB External HDD,3,678.51
2024-09-07,Mice,Trackball Mouse,4,732.68
2024-09-07,Networking,USB Wi-Fi Adapter,5,925.45
2024-09-08,Mice,Trackball Mouse,2,145.76
2024-09-08,Monitors,34-inch Ultrawide Curved Monitor,3,2258.01
2024-09-09,Storage,2TB External HDD,3,620.1
2024-09-09,Mice,Vertical Ergonomic Mouse,2,307.92
2024-09-09,Headsets,Surround Sound Headphones,3,260.7
2024-09-09,Storage,512GB Portable SSD,4,1039.32
2024-09-10,Monitors,27-inch 4K IPS Monitor,5,3111.4
2024-09-11,Storage,1TB NVMe SSD,4,1080.6
2024-09-11,Storage,1TB NVMe SSD,4,692.24
2024-09-11,Monitors,27-inch 4K IPS Monitor,2,447.26
2024-09-12,Mice,Vertical Ergonomic Mouse,4,790.76
2024-09-12,Monitors,34-inch Ultrawide Curved Monitor,3,2628.45
2024-09-13,Mice,Optical Gaming Mouse,4,319.48
2024-09-13,Mice,Vertical Ergonomic Mouse,1,20.85
2024-09-13,Headsets,Wireless Bluetooth Headphones,2,247.46
2024-09-13,Mice,Precision Laser Mouse,1,43.29
2024-09-13,Monitors,32-inch 8K Professional Monitor,4,1944.48
2024-09-14,Monitors,32-inch 8K Professional Monitor,1,133.95
2024-09-14,Mice,Vertical Ergonomic Mouse,1,180.56
2024-09-14,Storage,2TB External HDD,1,212.72
2024-09-14,Networking,Gigabit Ethernet Switch,2,724.18
2024-09-14,Headsets,USB Conference Headset,2,76.98
2024-09-14,Storage,4TB Desktop HDD,3,225.3
2024-09-14,Keyboards,RGB Backlit Keyboard,3,306.21
2024-09-14,Storage,4TB Desktop HDD,5,606.1
2024-09-15,Networking,Gigabit Ethernet Switch,3,1494.78
2024-09-15,Monitors,24-inch 144Hz Gaming Monitor,2,496.8
2024-09-15,Monitors,27-inch 4K IPS Monitor,2,603.78
2024-09-16,Mice,Wireless Bluetooth Mouse,1,126.14
2024-09-16,Mice,Optical Gaming Mouse,3,444.0
2024-09-16,Keyboards,Compact 60% Keyboard,3,476.46
2024-09-16,Storage,1TB NVMe SSD,5,1492.8
2024-09-17,Networking,Wireless Mesh Router System,1,71.71
2024-09-17,Keyboards,Compact 60% Keyboard,4,353.8
2024-09-17,Storage,512GB Portable SSD,4,878.0
2024-09-17,Mice,Optical Gaming Mouse,3,287.28
2024-09-17,Keyboards,Membrane Office Keyboard,3,396.3
2024-09-17,Networking,Gigabit Ethernet Switch,4.0,1512.91
2024-09-18,Keyboards,Membrane Office Keyboard,5,205.95
2024-09-18,Keyboards,Mechanical Gaming Keyboard,4,223.04
2024-09-18,Mice,Vertical Ergonomic Mouse,5,975.8
2024-09-18,Headsets,Surround Sound Headphones,3,146.61
2024-09-18,Storage,128GB USB Flash Drive,2,431.64
2024-09-18,Monitors,24-inch 144Hz Gaming Monitor,2,204.92
2024-09-19,Networking,Wireless Mesh Router System,1,425.85
2024-09-19,Networking,Network Attached Storage (NAS),2,954.5
2024-09-19,Storage,1TB NVMe SSD,1,274.29
2024-09-19,Networking,Gigabit Ethernet Switch,4.0,1845.3600000000001
2024-09-20,Headsets,USB Conference Headset,4,116.04
2024-09-20,Mice,Optical Gaming Mouse,3,254.52
2024-09-20,Networking,USB Wi-Fi Adapter,4,1529.36
2024-09-20,Keyboards,Mechanical Gaming Keyboard,1,173.36
2024-09-21,Networking,Gigabit Ethernet Switch,3,632.67
2024-09-21,Monitors,15.6-inch Portable USB-C Monitor,3,2671.89
2024-09-22,Keyboards,RGB Backlit Keyboard,3,158.76
2024-09-22,Monitors,32-inch 8K Professional Monitor,4,1378.6
2024-09-22,Monitors,32-inch 8K Professional Monitor,4.0,1962.6400000000003
2024-09-23,Mice,Optical Gaming Mouse,2,290.62
2024-09-23,Keyboards,Wireless Ergonomic Keyboard,1,94.88
2024-09-23,Storage,128GB USB Flash Drive,5,1065.85
2024-09-23,Mice,Trackball Mouse,4,641.0
2024-09-24,Storage,1TB NVMe SSD,2,320.86
2024-09-24,Monitors,27-inch 4K IPS Monitor,4,1986.48
2024-09-25,Keyboards,RGB Backlit Keyboard,3,66.66
2024-09-25,Networking,Powerline Ethernet Adapter,5,1878.5
2024-09-25,Mice,Vertical Ergonomic Mouse,5,570.8
2024-09-26,Networking,Powerline Ethernet Adapter,1,244.78
2024-09-26,Networking,Gigabit Ethernet Switch,4,822.36
2024-09-26,Networking,Network Attached Storage (NAS),2,855.12
2024-09-26,Storage,4TB Desktop HDD,1,33.14
2024-09-26,Mice,Trackball Mouse,4,693.36
2024-09-27,Mice,Optical Gaming Mouse,4,310.84
2024-09-27,Headsets,USB Conference Headset,1,111.25
2024-09-27,Storage,128GB USB Flash Drive,4,1002.48
2024-09-27,Keyboards,Compact 60% Keyboard,4,656.92
2024-09-28,Monitors,27-inch 4K IPS Monitor,4,2009.44
2024-09-29,Keyboards,Compact 60% Keyboard,1,38.48
2024-09-29,Monitors,27-inch 4K IPS Monitor,5,2970.95
2024-09-30,Keyboards,Membrane Office Keyboard,5,673.8
2024-09-30,Storage,4TB Desktop HDD,2,413.48
2024-09-30,Monitors,24-inch 144Hz Gaming Monitor,3.0,2412.7200000000003
2024-10-01,Mice,Precision Laser Mouse,3,362.49
2024-10-01,Storage,4TB Desktop HDD,4,894.0
2024-10-01,Headsets,Surround Sound Headphones,1,37.54
2024-10-01,Networking,Gigabit Ethernet Switch,1,203.61
2024-10-01,Networking,USB Wi-Fi Adapter,5,1424.45
2024-10-02,Networking,Wireless Mesh Router System,1,453.59
2024-10-02,Monitors,34-inch Ultrawide Curved Monitor,4,785.08
2024-10-02,Storage,2TB External HDD,2,125.2
2024-10-02,Monitors,34-inch Ultrawide Curved Monitor,4.0,2136.1299999999997
2024-10-03,Mice,Vertical Ergonomic Mouse,1,156.29
2024-10-03,Keyboards,Membrane Office Keyboard,1,158.99
2024-10-03,Monitors,32-inch 8K Professional Monitor,5.0,3184.7200000000003
2024-10-04,Mice,Precision Laser Mouse,1,115.47
2024-10-04,Keyboards,Membrane Office Keyboard,4,683.96
2024-10-04,Monitors,15.6-inch Portable USB-C Monitor,2,1445.28
2024-10-05,Mice,Wireless Bluetooth Mouse,1,89.73
2024-10-05,Storage,4TB Desktop HDD,3,498.33
