Date,Category,Product,Quantity,Total
2024-10-05,Monitors,32-inch 8K Professional Monitor,5.0,2911.9400000000005
2024-10-06,Mice,Vertical Ergonomic Mouse,4,773.8
2024-10-06,Headsets,Surround Sound Headphones,2,89.74
2024-10-06,Storage,4TB Desktop HDD,3,772.89
2024-10-06,Storage,512GB Portable SSD,5,1004.0
2024-10-07,Mice,Wireless Bluetooth Mouse,5,742.95
2024-10-07,Networking,USB Wi-Fi Adapter,2,983.2
2024-10-07,Networking,Gigabit Ethernet Switch,5,1470.6
2024-10-08,Networking,USB Wi-Fi Adapter,1,392.35
2024-10-08,Storage,128GB USB Flash Drive,5,920.35
2024-10-08,Networking,Network Attached Storage (NAS),5,893.35
2024-10-09,Monitors,27-inch 4K IPS Monitor,5,979.1
2024-10-09,Monitors,34-inch Ultrawide Curved Monitor,1,703.23
2024-10-09,Mice,Vertical Ergonomic Mouse,2,394.08
2024-10-10,Networking,USB Wi-Fi Adapter,2,855.44
2024-10-10,Networking,USB Wi-Fi Adapter,2,778.24
2024-10-10,Keyboards,RGB Backlit Keyboard,4,153.8
2024-10-10,Networking,Powerline Ethernet Adapter,2,768.18
2024-10-11,Storage,128GB USB Flash Drive,2,335.9
2024-10-11,Networking,USB Wi-Fi Adapter,1,466.92
2024-10-11,Monitors,32-inch 8K Professional Monitor,3.0,2697.1800000000003
2024-10-12,Keyboards,Mechanical Gaming Keyboard,3,169.68
2024-10-12,Monitors,34-inch Ultrawide Curved Monitor,3,2338.8
2024-10-13,Storage,4TB Desktop HDD,2,479.12
2024-10-13,Mice,Vertical Ergonomic Mouse,4,207.76
2024-10-13,Networking,Wireless Mesh Router System,2,966.22
2024-10-13,Networking,Powerline Ethernet Adapter,1,219.74
2024-10-13,Monitors,24-inch 144Hz Gaming Monitor,5.0,1627.1600000000003
2024-10-14,Mice,Trackball Mouse,3,63.06
2024-10-14,Monitors,34-inch Ultrawide Curved Monitor,1,238.33
2024-10-14,Headsets,In-Ear Gaming Earbuds,1,159.26
2024-10-14,Networking,Powerline Ethernet Adapter,3,812.25
2024-10-14,Storage,4TB Desktop HDD,3,149.04
2024-10-14,Networking,USB Wi-Fi Adapter,5,744.9
2024-10-15,Mice,Trackball Mouse,1,161.53
2024-10-15,Mice,Precision Laser Mouse,5,583.35
2024-10-15,Keyboards,RGB Backlit Keyboard,2,358.02
2024-10-15,Networking,USB Wi-Fi Adapter,3,637.08
2024-10-15,Mice,Trackball Mouse,5,527.35
2024-10-16,Storage,1TB NVMe SSD,1,210.61
2024-10-16,Monitors,34-inch Ultrawide Curved Monitor,5.0,3289.3900000000003
2024-10-17,Mice,Optical Gaming Mouse,3,265.95
2024-10-17,Keyboards,Compact 60% Keyboard,3,351.72
2024-10-17,Headsets,Noise-Cancelling Gaming Headset,5,839.9
2024-10-17,Headsets,In-Ear Gaming Earbuds,5,501.0
2024-10-17,Keyboards,RGB Backlit Keyboard,2,155.32
2024-10-18,Keyboards,Mechanical Gaming Keyboard,2,389.78
2024-10-18,Storage,4TB Desktop HDD,1,199.27
2024-10-18,Mice,Wireless Bluetooth Mouse,4,681.68
2024-10-18,Mice,Trackball Mouse,4,545.52
2024-10-18,Keyboards,Wireless Ergonomic Keyboard,1,102.66
2024-10-18,Headsets,Noise-Cancelling Gaming Headset,1,33.18
2024-10-18,Mice,Vertical Ergonomic Mouse,5,163.4
2024-10-19,Mice,Vertical Ergonomic Mouse,4,359.4
2024-10-19,Networking,Network Attached Storage (NAS),4,769.52
2024-10-19,Monitors,27-inch 4K IPS Monitor,5,526.55
2024-10-19,Networking,Powerline Ethernet Adapter,1,390.18
2024-10-20,Storage,1TB NVMe SSD,1,126.58
2024-10-20,Storage,1TB NVMe SSD,3,727.38
2024-10-20,Headsets,In-Ear Gaming Earbuds,1,70.67
2024-10-20,Monitors,32-inch 8K Professional Monitor,4.0,2575.3700000000003
2024-10-21,Keyboards,Compact 60% Keyboard,2,232.04
2024-10-21,Mice,Precision Laser Mouse,5,365.5
2024-10-21,Networking,Gigabit Ethernet Switch,3,1064.34
2024-10-21,Networking,USB Wi-Fi Adapter,1,299.09
2024-10-21,Storage,2TB External HDD,1,41.28
2024-10-22,Storage,4TB Desktop HDD,4,700.12
2024-10-22,Keyboards,RGB Backlit Keyboard,2,309.38
2024-10-22,Networking,USB Wi-Fi Adapter,2,471.38
2024-10-22,Networking,Powerline Ethernet Adapter,2,244.86
2024-10-22,Mice,Trackball Mouse,3,164.94
2024-10-22,Mice,Trackball Mouse,1,173.25
2024-10-23,Storage,128GB USB Flash Drive,5,248.75
2024-10-23,Networking,Wireless Mesh Router System,3,282.57
2024-10-23,Networking,Powerline Ethernet Adapter,4,1912.76
2024-10-24,Headsets,Wireless Bluetooth Headphones,2,76.02
2024-10-24,Storage,1TB NVMe SSD,2,231.6
2024-10-24,Monitors,24-inch 144Hz Gaming Monitor,5.0,3192.38
2024-10-25,Networking,Powerline Ethernet Adapter,2,609.0
2024-10-25,Headsets,USB Conference Headset,4,201.44
2024-10-25,Headsets,Wireless Bluetooth Headphones,2,296.4
2024-10-25,Networking,Network Attached Storage (NAS),3,1284.15
2024-10-26,Mice,Vertical Ergonomic Mouse,4,413.24
2024-10-26,Headsets,USB Conference Headset,4,477.2
2024-10-26,Mice,Trackball Mouse,1,171.52
2024-10-26,Mice,Trackball Mouse,2,134.76
2024-10-26,Networking,Wireless Mesh Router System,1,451.45
2024-10-26,Storage,1TB NVMe SSD,5,931.5
2024-10-27,Storage,2TB External HDD,1,178.93
2024-10-27,Storage,4TB Desktop HDD,4,826.24
2024-10-27,Mice,Vertical Ergonomic Mouse,4,240.8
2024-10-27,Storage,512GB Portable SSD,2,310.94
2024-10-27,Storage,1TB NVMe SSD,4,512.96
2024-10-28,Keyboards,Wireless Ergonomic Keyboard,5,715.75
2024-10-28,Storage,2TB External HDD,4,291.96
2024-10-28,Storage,4TB Desktop HDD,2,457.4
2024-10-28,Monitors,24-inch 144Hz Gaming Monitor,1,296.94
2024-10-28,Monitors,34-inch Ultrawide Curved Monitor,1,337.92
2024-10-29,Mice,Optical Gaming Mouse,2,226.44
2024-10-29,Headsets,Surround Sound Headphones,4,740.88
2024-10-29,Keyboards,Mechanical Gaming Keyboard,3,115.74
2024-10-29,Storage,512GB Portable SSD,3,558.69
2024-10-29,Storage,2TB External HDD,4,825.96
2024-10-30,Headsets,In-Ear Gaming Earbuds,1,113.0
2024-10-30,Monitors,34-inch Ultrawide Curved Monitor,5,2326.3
2024-10-31,Headsets,Surround Sound Headphones,4,718.76
2024-10-31,Keyboards,Membrane Office Keyboard,2,198.36
2024-10-31,Mice,Optical Gaming Mouse,5,679.15
2024-10-31,Mice,Wireless Bluetooth Mouse,2,96.64
2024-10-31,Storage,1TB NVMe SSD,2,283.9
2024-10-31,Headsets,Noise-Cancelling Gaming Headset,4,566.16
2024-11-01,Monitors,34-inch Ultrawide Curved Monitor,5,1225.6
2024-11-01,Monitors,27-inch 4K IPS Monitor,2,277.66
2024-11-01,Storage,4TB Desktop HDD,2,132.76
2024-11-01,Storage,1TB NVMe SSD,5,348.25
2024-11-01,Mice,Vertical Ergonomic Mouse,2,226.0
2024-11-02,Monitors,15.6-inch Portable USB-C Monitor,5,3369.3
2024-11-03,Networking,USB Wi-Fi Adapter,1,147.47
2024-11-03,Storage,128GB USB Flash Drive,4,304.2
2024-11-03,Monitors,15.6-inch Portable USB-C Monitor,2,1630.3
2024-11-04,Mice,Trackball Mouse,5,338.05
2024-11-04,Networking,USB Wi-Fi Adapter,4,1273.76
2024-11-04,Keyboards,Wireless Ergonomic Keyboard,4,357.52
2024-11-04,Keyboards,Mechanical Gaming Keyboard,2,228.18
2024-11-05,Storage,128GB USB Flash Drive,2,386.98
2024-11-05,Mice,Precision Laser Mouse,5,639.85
2024-11-05,Storage,4TB Desktop HDD,1,55.16
2024-11-05,Networking,Gigabit Ethernet Switch,5,1463.4
2024-11-06,Keyboards,Compact 60% Keyboard,5,478.6
2024-11-06,Keyboards,Membrane Office Keyboard,4,245.24
2024-11-06,Monitors,32-inch 8K Professional Monitor,3,1890.42
2024-11-07,Networking,Powerline Ethernet Adapter,1,241.47
2024-11-07,Headsets,Surround Sound Headphones,2,367.64
2024-11-07,Keyboards,RGB Backlit Keyboard,5,889.1
2024-11-07,Monitors,24-inch 144Hz Gaming Monitor,2,209.84
2024-11-07,Networking,Wireless Mesh Router System,5,1425.7
2024-11-08,Storage,1TB NVMe SSD,4,826.92
2024-11-08,Networking,USB Wi-Fi Adapter,4,852.08
2024-11-08,Mice,Precision Laser Mouse,5,328.25
2024-11-09,Storage,128GB USB Flash Drive,5,643.6
2024-11-09,Headsets,Surround Sound Headphones,2,188.76
2024-11-09,Storage,128GB USB Flash Drive,2,259.92
2024-11-09,Storage,128GB USB Flash Drive,3,890.7
2024-11-09,Storage,512GB Portable SSD,4,914.64
2024-11-10,Networking,Wireless Mesh Router System,2,501.94
2024-11-10,Networking,Gigabit Ethernet Switch,1,146.51
2024-11-10,Monitors,24-inch 144Hz Gaming Monitor,5.0,2851.5499999999997
2024-11-11,Networking,Wireless Mesh Router System,2,450.2
2024-11-11,Networking,Wireless Mesh Router System,1,420.46
2024-11-11,Monitors,15.6-inch Portable USB-C Monitor,4,717.32
2024-11-11,Headsets,Wireless Bluetooth Headphones,3,103.23
2024-11-11,Keyboards,Compact 60% Keyboard,4,522.04
2024-11-12,Storage,512GB Portable SSD,5,227.6
2024-11-12,Mice,Precision Laser Mouse,4,87.72
2024-11-12,Networking,Powerline Ethernet Adapter,3,412.92
2024-11-12,Storage,4TB Desktop HDD,5,1092.9
2024-11-12,Storage,2TB External HDD,1,127.13
2024-11-12,Networking,Wireless Mesh Router System,2,178.16
2024-11-13,Headsets,Surround Sound Headphones,3,421.62
2024-11-13,Monitors,15.6-inch Portable USB-C Monitor,2,1131.94
2024-11-13,Networking,Wireless Mesh Router System,1,297.32
2024-11-13,Networking,Powerline Ethernet Adapter,5,1033.2
2024-11-14,Headsets,Wireless Bluetooth Headphones,5,966.75
2024-11-14,Monitors,32-inch 8K Professional Monitor,5,520.95
2024-11-14,Mice,Precision Laser Mouse,5,195.8
2024-11-14,Keyboards,Membrane Office Keyboard,3,243.57
2024-11-14,Keyboards,Membrane Office Keyboard,3,533.1
2024-11-15,Storage,512GB Portable SSD,4,1163.32
2024-11-15,Storage,128GB USB Flash Drive,2,469.04
2024-11-15,Monitors,32-inch 8K Professional Monitor,5.0,1867.6400000000003
2024-11-16,Monitors,27-inch 4K IPS Monitor,3,482.4
2024-11-16,Networking,Gigabit Ethernet Switch,2,820.14
2024-11-16,Monitors,24-inch 144Hz Gaming Monitor,5.0,2197.46
2024-11-17,Networking,USB Wi-Fi Adapter,2,358.56
2024-11-17,Monitors,24-inch 144Hz Gaming Monitor,1,599.1
2024-11-17,Mice,Precision Laser Mouse,3,250.92
2024-11-17,Storage,512GB Portable SSD,2,571.44
2024-11-17,Networking,Gigabit Ethernet Switch,4,1526.8
2024-11-18,Mice,Wireless Bluetooth Mouse,3,171.66
2024-11-18,Mice,Wireless Bluetooth Mouse,5,420.4
2024-11-18,Keyboards,Mechanical Gaming Keyboard,1,141.65
2024-11-18,Networking,Network Attached Storage (NAS),5,264.9
2024-11-18,Storage,1TB NVMe SSD,4,520.88
2024-11-18,Headsets,Surround Sound Headphones,5,881.9
2024-11-19,Monitors,34-inch Ultrawide Curved Monitor,5,1761.2
2024-11-19,Mice,Trackball Mouse,2,59.5
2024-11-19,Monitors,32-inch 8K Professional Monitor,5,646.55
2024-11-20,Headsets,Surround Sound Headphones,2,204.6
2024-11-20,Keyboards,Membrane Office Keyboard,4,307.28
2024-11-20,Keyboards,Mechanical Gaming Keyboard,2,176.6
2024-11-20,Keyboards,RGB Backlit Keyboard,3,390.9
2024-11-20,Headsets,Wireless Bluetooth Headphones,5,336.55
2024-11-20,Headsets,Surround Sound Headphones,5,408.8
2024-11-20,Mice,Precision Laser Mouse,4,231.6
2024-11-21,Networking,USB Wi-Fi Adapter,3,1303.35
2024-11-21,Headsets,Surround Sound Headphones,2,245.7
2024-11-21,Storage,2TB External HDD,1,224.62
2024-11-21,Mice,Trackball Mouse,4,696.56
2024-11-22,Mice,Wireless Bluetooth Mouse,2,210.28
2024-11-22,Keyboards,Wireless Ergonomic Keyboard,4,439.72
2024-11-22,Networking,Powerline Ethernet Adapter,5,1871.25
2024-11-23,Monitors,24-inch 144Hz Gaming Monitor,3,1817.76
2024-11-23,Storage,1TB NVMe SSD,4,226.88
2024-11-24,Mice,Optical Gaming Mouse,2,332.98
2024-11-24,Monitors,27-inch 4K IPS Monitor,4,3080.52
2024-11-25,Headsets,USB Conference Headset,3,362.58
2024-11-25,Headsets,USB Conference Headset,1,94.12
2024-11-25,Headsets,In-Ear Gaming Earbuds,2,247.66
2024-11-25,Networking,Powerline Ethernet Adapter,2,981.44
2024-11-25,Headsets,USB Conference Headset,3,423.51
2024-11-26,Monitors,32-inch 8K Professional Monitor,1,442.96
2024-11-26,Headsets,Surround Sound Headphones,2,352.58
2024-11-26,Networking,USB Wi-Fi Adapter,4,1336.28
2024-11-27,Storage,128GB USB Flash Drive,1,51.36
2024-11-27,Headsets,Wireless Bluetooth Headphones,3,231.12
2024-11-27,Headsets,USB Conference Headset,5,680.2
2024-11-27,Headsets,Surround Sound Headphones,3,463.86
2024-11-27,Storage,128GB USB Flash Drive,4,300.72
2024-11-27,Keyboards,Wireless Ergonomic Keyboard,2,278.32
2024-11-28,Networking,Wireless Mesh Router System,2,250.22
2024-11-28,Keyboards,Mechanical Gaming Keyboard,1,188.62
2024-11-28,Monitors,15.6-inch Portable USB-C Monitor,1,123.73
2024-11-28,Monitors,15.6-inch Portable USB-C Monitor,1,193.54
2024-11-28,Storage,2TB External HDD,1,206.8
2024-11-28,Monitors,24-inch 144Hz Gaming Monitor,2,645.32
2024-11-28,Headsets,Surround Sound Headphones,2,87.26
2024-11-28,Mice,Optical Gaming Mouse,1,139.44
2024-11-28,Headsets,Surround Sound Headphones,4,782.0
2024-11-29,Storage,512GB Portable SSD,5,750.55
2024-11-29,Networking,Powerline Ethernet Adapter,2,631.74
2024-11-29,Monitors,15.6-inch Portable USB-C Monitor,4.0,2117.71
2024-11-30,Networking,Powerline Ethernet Adapter,3,1377.06
2024-11-30,Monitors,15.6-inch Portable USB-C Monitor,2,1648.48
2024-12-01,Monitors,24-inch 144Hz Gaming Monitor,3,1412.94
2024-12-01,Mice,Vertical Ergonomic Mouse,1,20.02
2024-12-01,Mice,Vertical Ergonomic Mouse,3,313.38
2024-12-01,Keyboards,Compact 60% Keyboard,4,295.72
2024-12-02,Monitors,24-inch 144Hz Gaming Monitor,5,1540.45
2024-12-02,Keyboards,Membrane Office Keyboard,3,161.82
2024-12-02,Storage,128GB USB Flash Drive,4,389.88
2024-12-03,Networking,Network Attached Storage (NAS),4,597.08
2024-12-03,Keyboards,Compact 60% Keyboard,2,225.98
2024-12-03,Storage,512GB Portable SSD,3,615.24
2024-12-03,Storage,512GB Portable SSD,4,323.04
2024-12-03,Keyboards,Wireless Ergonomic Keyboard,2,144.26
2024-12-03,Networking,Network Attached Storage (NAS),5,1268.75
2024-12-04,Networking,Powerline Ethernet Adapter,4,538.04
2024-12-04,Keyboards,Wireless Ergonomic Keyboard,1,194.55
2024-12-04,Keyboards,Wireless Ergonomic Keyboard,1,70.78
2024-12-04,Mice,Precision Laser Mouse,1,61.91
2024-12-04,Mice,Optical Gaming Mouse,4,236.36
2024-12-04,Monitors,24-inch 144Hz Gaming Monitor,4.0,2398.36
2024-12-05,Monitors,27-inch 4K IPS Monitor,3,516.6
2024-12-05,Mice,Optical Gaming Mouse,3,478.86
2024-12-05,Keyboards,Membrane Office Keyboard,4,210.76
2024-12-05,Headsets,Surround Sound Headphones,1,41.95
2024-12-05,Networking,Gigabit Ethernet Switch,4,1588.2
2024-12-06,Monitors,34-inch Ultrawide Curved Monitor,1,279.26
2024-12-06,Networking,Wireless Mesh Router System,5,1748.5
2024-12-07,Mice,Precision Laser Mouse,4,570.64
2024-12-07,Headsets,USB Conference Headset,2,266.5
2024-12-07,Keyboards,Membrane Office Keyboard,5,209.95
2024-12-07,Monitors,24-inch 144Hz Gaming Monitor,2,848.76
2024-12-07,Keyboards,Wireless Ergonomic Keyboard,1,62.47
2024-12-07,Monitors,24-inch 144Hz Gaming Monitor,1,250.62
2024-12-08,Headsets,In-Ear Gaming Earbuds,1,91.25
2024-12-08,Mice,Optical Gaming Mouse,1,124.59
2024-12-08,Networking,Network Attached Storage (NAS),5,598.75
2024-12-08,Keyboards,Wireless Ergonomic Keyboard,2,219.98
2024-12-08,Networking,Powerline Ethernet Adapter,3,1406.64
2024-12-09,Networking,Wireless Mesh Router System,1,209.98
2024-12-09,Mice,Trackball Mouse,1,42.65
2024-12-09,Mice,Vertical Ergonomic Mouse,5,809.7
2024-12-09,Headsets,Surround Sound Headphones,2,47.68
2024-12-09,Monitors,24-inch 144Hz Gaming Monitor,2,651.26
2024-12-09,Keyboards,Compact 60% Keyboard,4,482.48
2024-12-10,Storage,128GB USB Flash Drive,2,366.02
2024-12-10,Storage,512GB Portable SSD,3,683.25
2024-12-10,Headsets,In-Ear Gaming Earbuds,5,244.3
2024-12-10,Storage,2TB External HDD,4,439.32
2024-12-10,Headsets,In-Ear Gaming Earbuds,3,305.19
2024-12-11,Networking,Powerline Ethernet Adapter,4,1520.6
2024-12-11,Keyboards,Membrane Office Keyboard,3,479.04
2024-12-11,Mice,Vertical Ergonomic Mouse,1,138.49
2024-12-12,Storage,128GB USB Flash Drive,2,343.0
2024-12-12,Monitors,15.6-inch Portable USB-C Monitor,2,1303.48
2024-12-12,Headsets,Surround Sound Headphones,3,119.64
2024-12-12,Storage,1TB NVMe SSD,1,255.5
2024-12-13,Mice,Wireless Bluetooth Mouse,1,56.37
2024-12-13,Monitors,34-inch Ultrawide Curved Monitor,1,128.64
2024-12-13,Networking,Network Attached Storage (NAS),4,1146.48
2024-12-13,Networking,Powerline Ethernet Adapter,3,216.27
2024-12-13,Mice,Trackball Mouse,1,22.36
2024-12-13,Mice,Precision Laser Mouse,1,104.25
2024-12-13,Networking,Wireless Mesh Router System,3,903.33
2024-12-14,Monitors,24-inch 144Hz Gaming Monitor,1,841.28
2024-12-14,Headsets,In-Ear Gaming Earbuds,1,152.17
2024-12-14,Headsets,Noise-Cancelling Gaming Headset,2,385.82
2024-12-14,Keyboards,Mechanical Gaming Keyboard,2,231.4
2024-12-14,Mice,Wireless Bluetooth Mouse,5,691.2
2024-12-15,Storage,2TB External HDD,5,1161.4
2024-12-15,Monitors,27-inch 4K IPS Monitor,5,2110.85
2024-12-16,Monitors,32-inch 8K Professional Monitor,1,250.13
2024-12-16,Mice,Trackball Mouse,4,443.36
2024-12-16,Networking,Gigabit Ethernet Switch,5,2496.5
2024-12-17,Monitors,24-inch 144Hz Gaming Monitor,3,1785.21
2024-12-17,Headsets,USB Conference Headset,4,630.2
2024-12-18,Monitors,24-inch 144Hz Gaming Monitor,5,1583.25
2024-12-18,Storage,2TB External HDD,4,946.96
2024-12-19,Networking,USB Wi-Fi Adapter,3,1448.22
2024-12-19,Monitors,32-inch 8K Professional Monitor,1,753.68
2024-12-20,Headsets,In-Ear Gaming Earbuds,1,113.17
2024-12-20,Headsets,Noise-Cancelling Gaming Headset,3,591.57
2024-12-20,Mice,Vertical Ergonomic Mouse,1,158.87
2024-12-20,Networking,USB Wi-Fi Adapter,5,1400.35
2024-12-21,Storage,4TB Desktop HDD,2,110.92
2024-12-21,Monitors,24-inch 144Hz Gaming Monitor,2,449.14
2024-12-21,Headsets,In-Ear Gaming Earbuds,2,123.88
2024-12-21,Headsets,Noise-Cancelling Gaming Headset,5,459.8
2024-12-21,Mice,Optical Gaming Mouse,3,488.16
2024-12-21,Mice,Precision Laser Mouse,5,837.55
2024-12-22,Keyboards,Membrane Office Keyboard,3,80.19
2024-12-22,Storage,128GB USB Flash Drive,1,240.63
2024-12-22,Headsets,USB Conference Headset,4,379.88
2024-12-22,Keyboards,Wireless Ergonomic Keyboard,5,935.8
2024-12-22,Networking,Network Attached Storage (NAS),1,187.15
2024-12-22,Keyboards,RGB Backlit Keyboard,5,608.4
2024-12-23,Headsets,In-Ear Gaming Earbuds,2,95.16
2024-12-23,Networking,Network Attached Storage (NAS),4,1555.12
2024-12-23,Storage,4TB Desktop HDD,1,89.96
2024-12-23,Headsets,Surround Sound Headphones,2,87.58
2024-12-23,Keyboards,Compact 60% Keyboard,5,770.8
2024-12-24,Storage,128GB USB Flash Drive,3,158.91
2024-12-24,Storage,128GB USB Flash Drive,2,471.5
2024-12-24,Monitors,15.6-inch Portable USB-C Monitor,2,1078.14
2024-12-24,Networking,Powerline Ethernet Adapter,2,605.06
2024-12-25,Networking,Powerline Ethernet Adapter,2,318.08
2024-12-25,Headsets,Surround Sound Headphones,3,429.75
2024-12-25,Storage,1TB NVMe SSD,1,211.37
2024-12-25,Monitors,24-inch 144Hz Gaming Monitor,3,814.32
2024-12-25,Headsets,In-Ear Gaming Earbuds,1,158.54
2024-12-25,Mice,Vertical Ergonomic Mouse,5,839.45
2024-12-26,Monitors,15.6-inch Portable USB-C Monitor,2,992.84
2024-12-26,Mice,Wireless Bluetooth Mouse,3,144.24
2024-12-26,Networking,Wireless Mesh Router System,1,382.81
2024-12-26,Mice,Trackball Mouse,2,352.76
2024-12-26,Headsets,Noise-Cancelling Gaming Headset,3,434.64
2024-12-27,Keyboards,RGB Backlit Keyboard,4,419.24
2024-12-27,Headsets,Wireless Bluetooth Headphones,5,290.7
2024-12-27,Storage,4TB Desktop HDD,3,534.54
2024-12-27,Storage,2TB External HDD,1,131.68
2024-12-27,Networking,Powerline Ethernet Adapter,1,164.96
2024-12-27,Keyboards,RGB Backlit Keyboard,2,324.1
2024-12-27,Storage,512GB Portable SSD,1,155.54
2024-12-28,Keyboards,Mechanical Gaming Keyboard,4,555.48
2024-12-28,Networking,USB Wi-Fi Adapter,1,58.59
2024-12-28,Networking,Network Attached Storage (NAS),2,981.82
2024-12-28,Storage,1TB NVMe SSD,3,482.58
2024-12-29,Storage,4TB Desktop HDD,1,80.33
2024-12-29,Storage,128GB USB Flash Drive,5,1400.55
2024-12-29,Keyboards,Mechanical Gaming Keyboard,2,372.02
2024-12-29,Headsets,USB Conference Headset,4,363.24
2024-12-30,Mice,Optical Gaming Mouse,3,429.54
2024-12-30,Headsets,USB Conference Headset,2,398.56
2024-12-30,Storage,512GB Portable SSD,1,198.96
2024-12-30,Monitors,27-inch 4K IPS Monitor,5.0,2472.9400000000005
2024-12-31,Mice,Wireless Bluetooth Mouse,3,544.47
2024-12-31,Networking,Gigabit Ethernet Switch,1,378.45
2024-12-31,Storage,4TB Desktop HDD,2,285.36
2024-12-31,Storage,2TB External HDD,4,1168.2
